User_ID,Age,Gender,Fitness Level,Goals,Equipment Available,Workout Plan,Calories Burned
1213,56,Female,Advanced,Weight Loss,Resistance Bands,Bicep Curls,323
1214,52,Male,Advanced,Weight Loss,Dumbbells,Squats,119
1215,19,Female,Beginner,Weight Loss,Resistance Bands,Deadlifts,412
1216,36,Male,Advanced,Weight Loss,Barbell,Squats,346
1217,59,Female,Beginner,Weight Loss,None,Push-Ups,312
1218,40,Female,Advanced,General Fitness,Dumbbells,Deadlifts,244
1219,34,Female,Beginner,General Fitness,Resistance Bands,Plank,269
1220,26,Male,Advanced,General Fitness,None,Bicep Curls,240
1221,57,Female,Beginner,Weight Loss,Resistance Bands,Push-Ups,123
1222,26,Male,Beginner,Muscle Gain,Dumbbells,Plank,297
1223,52,Female,Intermediate,Weight Loss,None,Squats,445
1224,26,Female,Intermediate,Weight Loss,Dumbbells,Squats,223
1225,29,Male,Intermediate,General Fitness,Barbell,Bicep Curls,387
1226,20,Female,Intermediate,Muscle Gain,None,Plank,154
1227,54,Male,Beginner,Muscle Gain,Resistance Bands,Deadlifts,293
1228,38,Male,Intermediate,Muscle Gain,Dumbbells,Bicep Curls,232
1229,45,Female,Beginner,Muscle Gain,Resistance Bands,Deadlifts,360
1230,50,Male,Advanced,Weight Loss,None,Push-Ups,305
1231,51,Male,Advanced,Weight Loss,Resistance Bands,Bicep Curls,105
1232,60,Male,Beginner,General Fitness,Dumbbells,Plank,183
1233,39,Female,Intermediate,Weight Loss,Barbell,Deadlifts,389
1234,54,Female,Advanced,Muscle Gain,None,Bicep Curls,230
1235,47,Male,Advanced,Muscle Gain,Barbell,Deadlifts,282
1236,48,Male,Intermediate,Weight Loss,Barbell,Push-Ups,132
1237,33,Male,Beginner,Weight Loss,Dumbbells,Push-Ups,428
1238,52,Male,Beginner,Muscle Gain,Resistance Bands,Push-Ups,425
1239,18,Female,Intermediate,Weight Loss,Dumbbells,Plank,236
1240,26,Female,Beginner,General Fitness,Barbell,Push-Ups,459
1241,18,Female,Beginner,Muscle Gain,Dumbbells,Push-Ups,491
1242,40,Male,Advanced,Muscle Gain,Barbell,Bicep Curls,436
1243,54,Female,Intermediate,Muscle Gain,Resistance Bands,Squats,218
1244,35,Female,Intermediate,Muscle Gain,None,Bicep Curls,380
1245,21,Female,Advanced,Weight Loss,Resistance Bands,Plank,444
1246,27,Female,Advanced,Muscle Gain,None,Plank,216
1247,44,Female,Intermediate,Weight Loss,Dumbbells,Push-Ups,492
1248,64,Male,Beginner,Weight Loss,Resistance Bands,Plank,414
1249,19,Male,Beginner,Muscle Gain,None,Deadlifts,428
1250,21,Male,Intermediate,General Fitness,Barbell,Deadlifts,295
1251,57,Male,Intermediate,Weight Loss,Dumbbells,Deadlifts,114
1252,50,Female,Advanced,Weight Loss,None,Bicep Curls,116
1253,58,Male,Advanced,Weight Loss,Dumbbells,Squats,137
1254,25,Male,Beginner,Muscle Gain,Dumbbells,Squats,456
1255,32,Male,Advanced,General Fitness,Barbell,Squats,486
1256,24,Male,Advanced,Weight Loss,Barbell,Bicep Curls,246
1257,63,Male,Advanced,Weight Loss,Dumbbells,Bicep Curls,288
1258,47,Male,Advanced,Weight Loss,Barbell,Deadlifts,248
1259,62,Female,Intermediate,General Fitness,Barbell,Push-Ups,281
1260,41,Female,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,153
1261,37,Female,Advanced,General Fitness,Dumbbells,Plank,330
1262,22,Female,Advanced,Weight Loss,Barbell,Push-Ups,228
1263,24,Female,Beginner,General Fitness,Resistance Bands,Plank,117
1264,54,Female,Advanced,General Fitness,None,Plank,339
1265,19,Female,Advanced,Weight Loss,None,Plank,293
1266,27,Female,Beginner,General Fitness,Dumbbells,Squats,163
1267,30,Male,Advanced,Muscle Gain,None,Push-Ups,332
1268,38,Male,Advanced,General Fitness,Resistance Bands,Bicep Curls,166
1269,20,Female,Intermediate,General Fitness,None,Squats,159
1270,31,Male,Advanced,General Fitness,None,Bicep Curls,106
1271,33,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,249
1272,25,Female,Intermediate,General Fitness,Barbell,Push-Ups,265
1273,41,Female,Intermediate,General Fitness,Barbell,Squats,427
1274,31,Male,Intermediate,General Fitness,Barbell,Deadlifts,198
1275,23,Male,Beginner,Muscle Gain,Resistance Bands,Plank,423
1276,41,Female,Beginner,Muscle Gain,Dumbbells,Deadlifts,206
1277,46,Male,Intermediate,General Fitness,Resistance Bands,Plank,120
1278,43,Female,Beginner,Muscle Gain,Dumbbells,Plank,306
1279,51,Male,Advanced,Muscle Gain,Dumbbells,Deadlifts,272
1280,61,Female,Advanced,General Fitness,Barbell,Bicep Curls,157
1281,22,Male,Beginner,General Fitness,None,Squats,274
1282,51,Female,Intermediate,General Fitness,Resistance Bands,Plank,424
1283,59,Female,Intermediate,General Fitness,None,Squats,388
1284,51,Female,Advanced,Weight Loss,Barbell,Push-Ups,415
1285,30,Male,Advanced,Weight Loss,Resistance Bands,Squats,487
1286,20,Female,Intermediate,Muscle Gain,Dumbbells,Push-Ups,168
1287,22,Male,Advanced,Weight Loss,Dumbbells,Plank,464
1288,39,Female,Intermediate,Muscle Gain,Dumbbells,Bicep Curls,152
1289,38,Male,Advanced,General Fitness,Resistance Bands,Bicep Curls,166
1290,44,Female,Intermediate,General Fitness,Resistance Bands,Bicep Curls,282
1291,41,Male,Advanced,Muscle Gain,Resistance Bands,Push-Ups,440
1292,56,Male,Advanced,Weight Loss,None,Squats,169
1293,25,Male,Beginner,General Fitness,Barbell,Plank,174
1294,21,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,107
1295,53,Male,Intermediate,General Fitness,Barbell,Plank,447
1296,23,Female,Advanced,General Fitness,None,Plank,215
1297,48,Female,Intermediate,Weight Loss,None,Plank,125
1298,22,Female,Advanced,General Fitness,Resistance Bands,Push-Ups,195
1299,61,Male,Intermediate,Muscle Gain,None,Squats,167
1300,23,Male,Intermediate,General Fitness,Resistance Bands,Bicep Curls,251
1301,19,Male,Intermediate,General Fitness,Barbell,Squats,206
1302,18,Female,Advanced,General Fitness,Dumbbells,Bicep Curls,146
1303,46,Male,Intermediate,Weight Loss,Dumbbells,Push-Ups,123
1304,40,Female,Intermediate,General Fitness,Dumbbells,Deadlifts,146
1305,63,Female,Beginner,General Fitness,Dumbbells,Push-Ups,413
1306,60,Female,Advanced,General Fitness,Dumbbells,Squats,172
1307,35,Female,Beginner,Muscle Gain,None,Bicep Curls,276
1308,20,Female,Beginner,General Fitness,None,Squats,413
1309,33,Female,Beginner,General Fitness,None,Squats,278
1310,53,Female,Intermediate,Weight Loss,None,Push-Ups,114
1311,48,Male,Intermediate,General Fitness,Resistance Bands,Squats,256
1312,39,Male,Advanced,Weight Loss,Dumbbells,Push-Ups,429
1313,25,Female,Advanced,Muscle Gain,Barbell,Squats,340
1314,39,Female,Advanced,General Fitness,None,Deadlifts,304
1315,30,Female,Advanced,Weight Loss,None,Plank,433
1316,55,Female,Advanced,Muscle Gain,Resistance Bands,Deadlifts,344
1317,46,Male,Beginner,Muscle Gain,None,Bicep Curls,335
1318,33,Female,Advanced,General Fitness,Dumbbells,Push-Ups,268
1319,27,Male,Advanced,General Fitness,None,Plank,435
1320,63,Male,Intermediate,Muscle Gain,Resistance Bands,Squats,414
1321,51,Male,Intermediate,General Fitness,Dumbbells,Push-Ups,167
1322,50,Male,Beginner,Weight Loss,Dumbbells,Bicep Curls,313
1323,31,Female,Intermediate,General Fitness,Barbell,Deadlifts,385
1324,49,Male,Intermediate,Weight Loss,None,Squats,459
1325,40,Male,Intermediate,Weight Loss,None,Bicep Curls,107
1326,32,Male,Beginner,Weight Loss,None,Push-Ups,199
1327,42,Female,Beginner,Muscle Gain,Barbell,Bicep Curls,161
1328,43,Female,Beginner,Weight Loss,Barbell,Plank,114
1329,29,Male,Intermediate,General Fitness,Resistance Bands,Plank,417
1330,36,Female,Intermediate,Weight Loss,Dumbbells,Squats,405
1331,64,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,341
1332,57,Female,Advanced,Muscle Gain,Barbell,Squats,323
1333,36,Male,Beginner,Muscle Gain,Resistance Bands,Push-Ups,179
1334,49,Female,Beginner,Weight Loss,Barbell,Bicep Curls,210
1335,27,Female,Beginner,General Fitness,None,Push-Ups,434
1336,44,Female,Beginner,Weight Loss,None,Push-Ups,394
1337,40,Female,Beginner,Weight Loss,Barbell,Bicep Curls,202
1338,58,Male,Beginner,General Fitness,Barbell,Push-Ups,356
1339,35,Male,Beginner,Muscle Gain,None,Plank,486
1340,52,Male,Intermediate,Weight Loss,Barbell,Squats,152
1341,30,Male,Beginner,Weight Loss,Dumbbells,Squats,372
1342,19,Male,Beginner,Weight Loss,Barbell,Squats,225
1343,53,Male,Beginner,Weight Loss,None,Squats,495
1344,39,Male,Advanced,Weight Loss,Resistance Bands,Plank,468
1345,37,Male,Intermediate,Muscle Gain,Barbell,Bicep Curls,198
1346,24,Female,Advanced,Weight Loss,None,Bicep Curls,218
1347,29,Female,Beginner,General Fitness,Barbell,Push-Ups,357
1348,32,Male,Beginner,General Fitness,Resistance Bands,Push-Ups,390
1349,46,Female,Intermediate,General Fitness,Barbell,Plank,302
1350,25,Male,Beginner,Weight Loss,Barbell,Deadlifts,254
1351,40,Male,Intermediate,Muscle Gain,Dumbbells,Bicep Curls,285
1352,30,Male,Advanced,Muscle Gain,Barbell,Push-Ups,247
1353,50,Female,Advanced,Muscle Gain,Dumbbells,Plank,174
1354,22,Female,Advanced,General Fitness,Dumbbells,Bicep Curls,255
1355,36,Female,Advanced,General Fitness,Resistance Bands,Plank,244
1356,24,Female,Beginner,Weight Loss,Dumbbells,Bicep Curls,239
1357,21,Female,Intermediate,General Fitness,Resistance Bands,Plank,346
1358,54,Female,Intermediate,General Fitness,Resistance Bands,Squats,314
1359,26,Female,Advanced,General Fitness,Barbell,Deadlifts,459
1360,36,Female,Intermediate,Muscle Gain,Barbell,Deadlifts,303
1361,42,Male,Advanced,Weight Loss,Resistance Bands,Bicep Curls,421
1362,18,Female,Intermediate,Weight Loss,Resistance Bands,Plank,298
1363,60,Male,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,495
1364,21,Female,Advanced,General Fitness,Resistance Bands,Plank,123
1365,35,Male,Beginner,Muscle Gain,Dumbbells,Squats,184
1366,24,Female,Intermediate,Weight Loss,None,Bicep Curls,303
1367,36,Female,Beginner,General Fitness,None,Plank,144
1368,40,Male,Advanced,Muscle Gain,Resistance Bands,Plank,255
1369,45,Female,Beginner,Weight Loss,Dumbbells,Deadlifts,325
1370,46,Male,Beginner,Weight Loss,Barbell,Push-Ups,136
1371,23,Female,Beginner,Muscle Gain,Barbell,Push-Ups,292
1372,61,Male,Beginner,General Fitness,Barbell,Push-Ups,297
1373,44,Male,Intermediate,General Fitness,None,Squats,483
1374,63,Female,Advanced,Muscle Gain,Resistance Bands,Plank,474
1375,21,Female,Intermediate,General Fitness,Resistance Bands,Push-Ups,487
1376,40,Female,Beginner,Weight Loss,Dumbbells,Bicep Curls,203
1377,47,Female,Beginner,General Fitness,Resistance Bands,Squats,157
1378,62,Female,Beginner,General Fitness,Barbell,Bicep Curls,417
1379,41,Female,Advanced,General Fitness,None,Squats,368
1380,49,Male,Advanced,Weight Loss,Dumbbells,Bicep Curls,440
1381,28,Male,Intermediate,Muscle Gain,Barbell,Push-Ups,416
1382,47,Male,Advanced,General Fitness,Barbell,Squats,325
1383,43,Female,Beginner,Weight Loss,Barbell,Plank,224
1384,33,Male,Beginner,Weight Loss,None,Squats,105
1385,60,Female,Beginner,Weight Loss,None,Push-Ups,117
1386,23,Male,Beginner,Weight Loss,Barbell,Deadlifts,486
1387,42,Male,Beginner,Weight Loss,None,Plank,395
1388,37,Female,Advanced,Weight Loss,Resistance Bands,Push-Ups,133
1389,27,Female,Intermediate,Muscle Gain,None,Squats,297
1390,56,Female,Advanced,Muscle Gain,Resistance Bands,Push-Ups,133
1391,63,Female,Beginner,Weight Loss,Dumbbells,Squats,144
1392,18,Male,Advanced,General Fitness,Barbell,Squats,421
1393,61,Male,Intermediate,Weight Loss,Dumbbells,Plank,194
1394,28,Male,Intermediate,Weight Loss,Resistance Bands,Squats,452
1395,29,Male,Advanced,Weight Loss,Resistance Bands,Deadlifts,398
1396,37,Female,Beginner,Weight Loss,None,Push-Ups,481
1397,29,Female,Beginner,General Fitness,None,Push-Ups,151
1398,61,Male,Advanced,Muscle Gain,Resistance Bands,Squats,101
1399,33,Female,Intermediate,Weight Loss,None,Squats,107
1400,32,Female,Intermediate,Muscle Gain,Barbell,Plank,231
1401,43,Male,Advanced,Muscle Gain,Dumbbells,Plank,292
1402,28,Male,Intermediate,Muscle Gain,None,Squats,355
1403,20,Male,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,225
1404,19,Male,Advanced,General Fitness,Barbell,Squats,158
1405,61,Female,Advanced,Muscle Gain,Barbell,Deadlifts,164
1406,36,Male,Intermediate,Weight Loss,Barbell,Push-Ups,227
1407,49,Female,Advanced,Weight Loss,Dumbbells,Bicep Curls,128
1408,40,Male,Beginner,Muscle Gain,Barbell,Bicep Curls,143
1409,61,Male,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,393
1410,41,Female,Intermediate,Weight Loss,Resistance Bands,Push-Ups,316
1411,30,Female,Beginner,Muscle Gain,Barbell,Plank,245
1412,18,Female,Advanced,Muscle Gain,Barbell,Bicep Curls,238
1413,56,Male,Beginner,General Fitness,Barbell,Deadlifts,104
1414,22,Female,Intermediate,Weight Loss,Dumbbells,Squats,234
1415,60,Male,Beginner,Muscle Gain,Dumbbells,Bicep Curls,392
1416,30,Female,Beginner,General Fitness,None,Push-Ups,260
1417,54,Female,Intermediate,General Fitness,Dumbbells,Push-Ups,300
1418,25,Female,Advanced,General Fitness,Resistance Bands,Deadlifts,415
1419,57,Female,Advanced,Weight Loss,None,Bicep Curls,338
1420,47,Male,Advanced,Weight Loss,Resistance Bands,Plank,244
1421,61,Male,Beginner,Muscle Gain,None,Push-Ups,202
1422,45,Female,Beginner,Muscle Gain,Barbell,Push-Ups,432
1423,46,Male,Intermediate,Muscle Gain,None,Deadlifts,102
1424,53,Male,Beginner,Weight Loss,None,Bicep Curls,264
1425,37,Female,Intermediate,Muscle Gain,Dumbbells,Deadlifts,273
1426,22,Male,Beginner,Weight Loss,Dumbbells,Plank,261
1427,24,Female,Beginner,Weight Loss,None,Push-Ups,454
1428,47,Female,Beginner,Weight Loss,Barbell,Squats,138
1429,55,Female,Intermediate,Weight Loss,Barbell,Squats,367
1430,24,Male,Intermediate,General Fitness,Barbell,Squats,293
1431,28,Male,Beginner,Weight Loss,None,Deadlifts,266
1432,28,Female,Intermediate,Muscle Gain,Dumbbells,Plank,212
1433,37,Female,Advanced,General Fitness,Resistance Bands,Squats,316
1434,50,Male,Beginner,General Fitness,Dumbbells,Push-Ups,190
1435,32,Male,Beginner,Muscle Gain,None,Bicep Curls,480
1436,21,Female,Advanced,Muscle Gain,Dumbbells,Deadlifts,411
1437,27,Female,Intermediate,Weight Loss,Resistance Bands,Plank,478
1438,55,Male,Beginner,Weight Loss,Dumbbells,Plank,389
1439,57,Male,Beginner,Muscle Gain,Barbell,Squats,355
1440,20,Male,Advanced,Muscle Gain,Dumbbells,Squats,348
1441,41,Female,Beginner,Weight Loss,None,Push-Ups,161
1442,19,Female,Beginner,Weight Loss,Barbell,Plank,145
1443,40,Female,Beginner,Muscle Gain,Dumbbells,Bicep Curls,172
1444,59,Male,Intermediate,Muscle Gain,Resistance Bands,Plank,448
1445,36,Male,Beginner,Weight Loss,Resistance Bands,Deadlifts,407
1446,25,Female,Intermediate,Muscle Gain,Resistance Bands,Deadlifts,458
1447,43,Female,Beginner,Muscle Gain,Barbell,Plank,485
1448,35,Male,Beginner,Weight Loss,Barbell,Squats,180
1449,61,Female,Beginner,General Fitness,Resistance Bands,Squats,330
1450,26,Male,Intermediate,Muscle Gain,Resistance Bands,Squats,329
1451,57,Female,Advanced,Weight Loss,Resistance Bands,Squats,391
1452,53,Male,Beginner,Weight Loss,Resistance Bands,Squats,250
1453,26,Male,Beginner,Weight Loss,Resistance Bands,Push-Ups,356
1454,50,Male,Beginner,Muscle Gain,None,Bicep Curls,420
1455,28,Male,Advanced,Weight Loss,Barbell,Plank,422
1456,59,Female,Beginner,Muscle Gain,Barbell,Deadlifts,186
1457,58,Male,Beginner,Weight Loss,None,Deadlifts,255
1458,41,Female,Intermediate,General Fitness,Barbell,Bicep Curls,307
1459,41,Female,Intermediate,General Fitness,None,Plank,448
1460,49,Male,Advanced,Muscle Gain,Barbell,Push-Ups,324
1461,50,Male,Intermediate,Muscle Gain,Barbell,Deadlifts,474
1462,57,Male,Intermediate,Weight Loss,Barbell,Deadlifts,338
1463,34,Male,Beginner,Muscle Gain,Barbell,Push-Ups,122
1464,43,Female,Beginner,Weight Loss,Dumbbells,Bicep Curls,274
1465,62,Male,Advanced,Weight Loss,Dumbbells,Deadlifts,274
1466,50,Male,Intermediate,General Fitness,None,Plank,352
1467,19,Male,Intermediate,General Fitness,Barbell,Plank,145
1468,19,Female,Beginner,Weight Loss,Barbell,Deadlifts,216
1469,31,Female,Intermediate,Muscle Gain,Resistance Bands,Squats,260
1470,38,Female,Advanced,Weight Loss,Barbell,Push-Ups,474
1471,40,Male,Intermediate,Muscle Gain,Dumbbells,Plank,350
1472,39,Male,Intermediate,Weight Loss,Dumbbells,Push-Ups,477
1473,53,Male,Advanced,Weight Loss,Barbell,Bicep Curls,324
1474,18,Male,Beginner,Weight Loss,Dumbbells,Deadlifts,393
1475,49,Male,Intermediate,General Fitness,Barbell,Deadlifts,261
1476,46,Male,Advanced,General Fitness,None,Squats,276
1477,22,Male,Advanced,General Fitness,None,Deadlifts,491
1478,53,Male,Intermediate,Weight Loss,Dumbbells,Squats,300
1479,42,Female,Advanced,Weight Loss,Barbell,Deadlifts,488
1480,39,Female,Beginner,General Fitness,None,Squats,258
1481,22,Male,Beginner,Weight Loss,None,Bicep Curls,152
1482,20,Male,Intermediate,Muscle Gain,Dumbbells,Plank,390
1483,41,Male,Beginner,Weight Loss,Barbell,Push-Ups,454
1484,50,Female,Beginner,General Fitness,Barbell,Bicep Curls,488
1485,45,Female,Advanced,Weight Loss,None,Bicep Curls,112
1486,64,Female,Advanced,Weight Loss,None,Plank,252
1487,38,Female,Advanced,Muscle Gain,Resistance Bands,Plank,206
1488,33,Female,Beginner,Weight Loss,Barbell,Deadlifts,123
1489,28,Male,Advanced,Muscle Gain,None,Bicep Curls,110
1490,23,Male,Beginner,General Fitness,Dumbbells,Squats,342
1491,36,Female,Beginner,Muscle Gain,None,Push-Ups,438
1492,55,Female,Advanced,Weight Loss,Barbell,Squats,110
1493,35,Male,Beginner,Muscle Gain,None,Squats,452
1494,61,Female,Intermediate,General Fitness,None,Deadlifts,385
1495,27,Male,Advanced,General Fitness,None,Deadlifts,241
1496,29,Female,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,164
1497,50,Female,Beginner,General Fitness,Barbell,Squats,194
1498,32,Female,Advanced,Muscle Gain,Barbell,Squats,422
1499,29,Male,Beginner,Muscle Gain,Resistance Bands,Deadlifts,206
1500,22,Female,Advanced,General Fitness,Barbell,Bicep Curls,252
1501,18,Female,Advanced,Muscle Gain,None,Bicep Curls,406
1502,55,Female,Intermediate,Weight Loss,Resistance Bands,Push-Ups,345
1503,51,Male,Beginner,Muscle Gain,None,Plank,117
1504,29,Female,Intermediate,General Fitness,Resistance Bands,Deadlifts,143
1505,47,Male,Intermediate,Muscle Gain,None,Deadlifts,157
1506,28,Male,Intermediate,Weight Loss,Barbell,Squats,153
1507,26,Male,Intermediate,General Fitness,Resistance Bands,Plank,389
1508,61,Female,Intermediate,Muscle Gain,Resistance Bands,Squats,241
1509,63,Female,Beginner,Muscle Gain,Barbell,Deadlifts,208
1510,24,Male,Beginner,Weight Loss,Resistance Bands,Plank,143
1511,34,Female,Intermediate,General Fitness,None,Deadlifts,254
1512,43,Female,Beginner,General Fitness,Dumbbells,Push-Ups,163
1513,44,Male,Advanced,Weight Loss,Dumbbells,Deadlifts,322
1514,50,Female,Beginner,Muscle Gain,Dumbbells,Bicep Curls,398
1515,56,Male,Advanced,Muscle Gain,Resistance Bands,Push-Ups,485
1516,22,Female,Beginner,Weight Loss,Resistance Bands,Push-Ups,153
1517,54,Male,Intermediate,Muscle Gain,Barbell,Plank,387
1518,26,Male,Advanced,Muscle Gain,Barbell,Plank,392
1519,40,Male,Beginner,Muscle Gain,Barbell,Plank,197
1520,47,Female,Beginner,Muscle Gain,Dumbbells,Bicep Curls,221
1521,53,Male,Intermediate,General Fitness,None,Plank,133
1522,18,Male,Beginner,General Fitness,Dumbbells,Push-Ups,260
1523,25,Female,Beginner,Weight Loss,None,Plank,251
1524,18,Male,Beginner,Weight Loss,None,Plank,381
1525,27,Female,Beginner,Muscle Gain,Barbell,Plank,352
1526,24,Female,Advanced,General Fitness,Dumbbells,Bicep Curls,396
1527,55,Female,Intermediate,General Fitness,Dumbbells,Push-Ups,455
1528,20,Male,Intermediate,General Fitness,Dumbbells,Squats,140
1529,59,Male,Advanced,General Fitness,Barbell,Push-Ups,286
1530,24,Female,Intermediate,General Fitness,Barbell,Squats,105
1531,25,Male,Beginner,Muscle Gain,None,Deadlifts,412
1532,51,Male,Beginner,Muscle Gain,Barbell,Plank,443
1533,57,Female,Beginner,Muscle Gain,Barbell,Push-Ups,115
1534,59,Female,Advanced,Weight Loss,None,Deadlifts,143
1535,49,Female,Beginner,Muscle Gain,None,Plank,123
1536,49,Female,Beginner,General Fitness,Barbell,Deadlifts,227
1537,63,Male,Intermediate,General Fitness,Barbell,Squats,443
1538,22,Female,Beginner,Weight Loss,Dumbbells,Deadlifts,445
1539,44,Male,Advanced,General Fitness,None,Deadlifts,447
1540,30,Female,Advanced,General Fitness,None,Squats,247
1541,59,Male,Intermediate,Weight Loss,Resistance Bands,Deadlifts,448
1542,29,Female,Advanced,Muscle Gain,Barbell,Plank,453
1543,27,Male,Advanced,Muscle Gain,Dumbbells,Plank,348
1544,18,Female,Advanced,General Fitness,Resistance Bands,Deadlifts,406
1545,38,Female,Advanced,Weight Loss,Barbell,Bicep Curls,153
1546,24,Male,Advanced,Muscle Gain,Barbell,Deadlifts,283
1547,27,Male,Advanced,Muscle Gain,Dumbbells,Plank,317
1548,34,Female,Intermediate,Muscle Gain,Dumbbells,Deadlifts,210
1549,54,Male,Beginner,Weight Loss,None,Deadlifts,355
1550,18,Male,Advanced,Muscle Gain,Barbell,Plank,259
1551,59,Female,Advanced,Weight Loss,Dumbbells,Deadlifts,248
1552,30,Female,Intermediate,General Fitness,Dumbbells,Push-Ups,160
1553,40,Male,Intermediate,Weight Loss,Barbell,Deadlifts,309
1554,45,Female,Advanced,Muscle Gain,Barbell,Bicep Curls,303
1555,59,Female,Intermediate,General Fitness,Barbell,Squats,377
1556,36,Female,Advanced,General Fitness,Barbell,Plank,216
1557,49,Female,Beginner,Weight Loss,Resistance Bands,Squats,412
1558,27,Female,Beginner,Weight Loss,Resistance Bands,Squats,448
1559,35,Male,Beginner,Muscle Gain,Barbell,Plank,373
1560,25,Female,Advanced,Weight Loss,Resistance Bands,Squats,411
1561,33,Male,Advanced,General Fitness,Dumbbells,Push-Ups,373
1562,52,Female,Advanced,General Fitness,None,Bicep Curls,416
1563,61,Female,Beginner,Muscle Gain,None,Plank,146
1564,55,Male,Intermediate,Muscle Gain,Resistance Bands,Deadlifts,276
1565,34,Female,Intermediate,General Fitness,None,Plank,463
1566,40,Female,Intermediate,Muscle Gain,Resistance Bands,Plank,221
1567,43,Female,Intermediate,General Fitness,Dumbbells,Plank,286
1568,57,Male,Advanced,Muscle Gain,None,Bicep Curls,411
1569,40,Male,Intermediate,Weight Loss,Barbell,Bicep Curls,182
1570,40,Male,Beginner,General Fitness,Barbell,Deadlifts,276
1571,62,Female,Advanced,Muscle Gain,Barbell,Push-Ups,492
1572,24,Male,Beginner,Weight Loss,None,Plank,132
1573,29,Male,Advanced,Weight Loss,Barbell,Bicep Curls,432
1574,39,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,302
1575,34,Female,Beginner,Weight Loss,Dumbbells,Push-Ups,352
1576,30,Female,Beginner,Weight Loss,Barbell,Plank,385
1577,55,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,401
1578,31,Male,Intermediate,General Fitness,Resistance Bands,Deadlifts,492
1579,24,Female,Intermediate,General Fitness,None,Deadlifts,378
1580,36,Male,Intermediate,Muscle Gain,None,Bicep Curls,187
1581,56,Female,Intermediate,Weight Loss,Resistance Bands,Squats,195
1582,24,Female,Advanced,General Fitness,Resistance Bands,Plank,212
1583,44,Female,Advanced,Weight Loss,Barbell,Squats,103
1584,34,Male,Advanced,General Fitness,None,Push-Ups,143
1585,51,Female,Intermediate,General Fitness,Resistance Bands,Bicep Curls,268
1586,63,Female,Advanced,Muscle Gain,Resistance Bands,Push-Ups,401
1587,28,Male,Advanced,Muscle Gain,None,Bicep Curls,382
1588,26,Female,Advanced,Weight Loss,Dumbbells,Plank,494
1589,56,Female,Beginner,Muscle Gain,Barbell,Bicep Curls,184
1590,20,Male,Advanced,Muscle Gain,Resistance Bands,Squats,305
1591,40,Female,Intermediate,General Fitness,Dumbbells,Deadlifts,437
1592,57,Male,Beginner,General Fitness,None,Bicep Curls,480
1593,21,Female,Beginner,Muscle Gain,Resistance Bands,Plank,187
1594,62,Female,Beginner,General Fitness,Dumbbells,Deadlifts,247
1595,33,Male,Advanced,Muscle Gain,Barbell,Plank,204
1596,38,Female,Advanced,Weight Loss,None,Squats,317
1597,42,Female,Advanced,Muscle Gain,Dumbbells,Plank,130
1598,22,Female,Intermediate,Muscle Gain,Dumbbells,Squats,471
1599,18,Female,Intermediate,Weight Loss,None,Deadlifts,307
1600,63,Male,Intermediate,Weight Loss,None,Deadlifts,396
1601,49,Female,Beginner,Weight Loss,Dumbbells,Deadlifts,147
1602,54,Male,Intermediate,Weight Loss,Dumbbells,Plank,374
1603,63,Male,Beginner,General Fitness,Resistance Bands,Deadlifts,243
1604,37,Female,Advanced,General Fitness,None,Push-Ups,297
1605,28,Male,Advanced,General Fitness,Dumbbells,Plank,435
1606,50,Male,Beginner,General Fitness,None,Plank,348
1607,53,Male,Advanced,Muscle Gain,Barbell,Squats,199
1608,49,Male,Advanced,General Fitness,None,Bicep Curls,266
1609,36,Female,Advanced,General Fitness,Dumbbells,Deadlifts,498
1610,56,Male,Advanced,Muscle Gain,Dumbbells,Squats,331
1611,61,Female,Advanced,Muscle Gain,Dumbbells,Plank,341
1612,62,Female,Intermediate,Muscle Gain,None,Deadlifts,359
1613,35,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,101
1614,53,Female,Advanced,General Fitness,Resistance Bands,Bicep Curls,433
1615,59,Male,Beginner,Muscle Gain,Barbell,Bicep Curls,483
1616,41,Male,Beginner,Weight Loss,None,Squats,223
1617,49,Female,Beginner,General Fitness,None,Plank,165
1618,26,Female,Advanced,Muscle Gain,Dumbbells,Plank,119
1619,41,Female,Intermediate,Weight Loss,Dumbbells,Bicep Curls,103
1620,32,Female,Beginner,Weight Loss,Resistance Bands,Push-Ups,343
1621,64,Male,Beginner,General Fitness,Resistance Bands,Plank,325
1622,63,Female,Advanced,General Fitness,Barbell,Deadlifts,437
1623,62,Female,Intermediate,General Fitness,Barbell,Bicep Curls,469
1624,39,Male,Intermediate,Weight Loss,Dumbbells,Squats,275
1625,51,Female,Advanced,Muscle Gain,Dumbbells,Squats,282
1626,27,Male,Intermediate,Muscle Gain,Barbell,Plank,338
1627,19,Male,Beginner,Weight Loss,Barbell,Push-Ups,439
