Height (cm),Weight (kg),BMI,Category
152.0,78.1,33.8036703601108,Obese
157.5,56.4,22.73620559334845,Normal
198.1,92.7,23.621680064601605,Normal
180.0,69.5,21.450617283950617,Normal
158.8,58.1,23.039610682131094,Normal
182.4,72.0,21.641274238227147,Normal
181.2,90.6,27.593818984547465,Overweight
170.4,113.6,39.123630672926446,Obese
183.3,65.1,19.375640088110046,Normal
155.6,103.5,42.74852796373273,Obese
166.1,110.4,40.01564379697715,Obese
151.9,60.4,26.177091491101738,Overweight
195.7,50.4,13.159787761867376,Underweight
194.6,116.2,30.68459928870881,Obese
160.2,56.9,22.171100107387616,Normal
185.4,61.3,17.833681861079977,Underweight
190.7,78.5,21.585806053869927,Normal
170.4,70.7,24.348949723379402,Normal
190.8,118.7,32.60573377459576,Obese
174.6,107.8,35.36146767804401,Obese
189.9,95.4,26.4544322404658,Overweight
187.9,51.9,14.69988027669763,Underweight
178.1,66.9,21.091053767685043,Normal
175.4,63.5,20.640230702521944,Normal
164.6,68.3,25.209314823372395,Overweight
170.6,116.5,40.02836688386208,Obese
169.6,78.5,27.290906461374156,Overweight
155.2,111.2,46.16590498458924,Obese
176.2,83.1,26.76635388791759,Overweight
179.0,96.5,30.117661745888082,Obese
198.5,115.9,29.414563889118007,Overweight
164.1,90.8,33.71853416471058,Obese
170.0,75.0,25.95155709342561,Overweight
177.6,83.1,26.346025079133184,Overweight
192.7,82.8,22.298051155714997,Normal
162.9,106.0,39.94511691671933,Obese
161.7,73.5,28.110417720807334,Overweight
176.6,53.0,16.993955282170198,Underweight
156.4,97.1,39.69590727428522,Obese
184.8,109.9,32.18057195329922,Obese
193.0,85.1,22.84625090606459,Normal
151.5,59.8,26.05409055757061,Overweight
159.7,60.1,23.564847834210124,Normal
179.0,112.4,35.08005368122094,Obese
191.4,55.1,15.040689021880242,Underweight
174.5,85.2,27.980065845108,Overweight
189.2,73.1,20.420911012877188,Normal
171.1,69.3,23.671905342438194,Normal
169.4,62.1,21.640375294985148,Normal
159.1,71.0,28.04903920189027,Overweight
157.6,100.1,40.301540879692865,Obese
187.3,91.8,26.167794855890413,Overweight
158.5,55.8,22.211386320890842,Normal
170.4,102.8,35.40413057373978,Obese
177.3,74.8,23.794913296489387,Normal
163.2,65.2,24.479767397154944,Normal
191.6,107.2,29.201406897633817,Overweight
170.2,94.5,32.622158765315156,Obese
168.8,100.6,35.30637227375844,Obese
158.9,71.4,28.27811246371669,Overweight
161.0,102.4,39.50464874040353,Obese
164.6,69.3,25.578411672909326,Overweight
167.5,97.6,34.78725774114502,Obese
185.1,65.3,19.059010256549456,Normal
199.8,94.4,23.647270894518137,Normal
175.3,82.0,26.683943978035856,Overweight
185.3,60.9,17.736439996516783,Underweight
162.2,91.6,34.81719452473009,Obese
197.4,50.8,13.0367523499516,Underweight
190.5,98.3,27.08716528544168,Overweight
184.3,116.2,34.210187746805744,Obese
165.7,112.7,41.04676162175137,Obese
154.1,118.3,49.817217554694714,Obese
198.4,80.7,20.50171533558793,Normal
186.3,108.1,31.145835404200042,Obese
156.8,59.9,24.36322105372761,Normal
177.6,51.2,16.232448664881097,Underweight
180.6,61.1,18.732930345384954,Normal
172.2,81.0,27.31610193155192,Overweight
173.6,61.4,20.373654144279982,Normal
177.3,81.8,26.021709995358716,Overweight
190.1,66.5,18.401677347479843,Underweight
190.6,65.1,17.919884079545568,Underweight
198.0,114.4,29.180695847362518,Overweight
158.6,86.4,34.34846839225316,Obese
155.5,97.2,40.19809555318908,Obese
180.5,77.9,23.910190989940226,Normal
185.2,61.6,17.95968633524437,Underweight
167.0,100.0,35.8564308508731,Obese
199.2,81.0,20.412977210045,Normal
192.1,108.9,29.51026775758006,Overweight
174.7,55.7,18.250273836020803,Underweight
186.2,76.8,22.151435055338208,Normal
172.7,61.3,20.553027313397457,Normal
160.0,98.6,38.51562499999999,Obese
158.0,73.6,29.48245473481813,Overweight
164.5,79.1,29.23106771001746,Overweight
194.8,74.5,19.632624837141442,Normal
168.8,108.9,38.21932346533096,Obese
195.3,89.5,23.46489140998828,Normal
189.9,99.6,27.619092779354226,Overweight
180.3,101.9,31.346043400273587,Obese
194.9,99.5,26.19385400045964,Overweight
159.5,116.1,45.63634398246872,Obese
153.8,95.7,40.45752087134593,Obese
187.5,95.4,27.136000000000003,Overweight
195.3,106.7,27.974345401628486,Overweight
169.2,51.1,17.849258644490277,Underweight
150.2,54.1,23.980453935365368,Normal
188.3,67.4,19.00899937924618,Normal
168.2,62.7,22.16233717574769,Normal
179.3,60.7,18.881135630320426,Normal
160.5,88.7,34.43289564348172,Obese
184.1,63.7,18.794546689991183,Normal
176.6,117.7,37.739406353045894,Obese
151.4,62.9,27.44093437035925,Overweight
150.3,61.7,27.312861524677412,Overweight
171.9,90.1,30.491096159983154,Obese
158.2,62.7,25.052702575273987,Overweight
195.3,96.6,25.32635206932813,Overweight
155.2,110.1,45.709227866935926,Obese
185.8,80.5,23.318706759006812,Normal
167.5,74.5,26.55379817331254,Overweight
196.7,98.3,25.40649749850676,Overweight
156.6,106.4,43.3868492176503,Obese
188.9,71.2,19.95336181918611,Normal
198.0,106.8,27.24211815120906,Overweight
197.8,103.7,26.504900722916688,Overweight
162.8,83.8,31.618059873588123,Obese
164.8,82.1,30.2293453671411,Obese
157.5,57.3,23.09901738473167,Normal
168.6,56.1,19.735481229129995,Normal
184.1,102.4,30.212897661775465,Obese
150.5,91.0,40.17615699605965,Obese
182.5,84.2,25.280540439106776,Overweight
150.9,53.2,23.36324443443162,Normal
183.4,53.9,16.024707184895984,Underweight
192.0,114.5,31.06011284722222,Obese
168.0,96.3,34.119897959183675,Obese
170.3,77.0,26.549810720537725,Overweight
186.4,99.0,28.49334119250677,Overweight
190.5,68.1,18.76537086407506,Normal
200.0,78.6,19.65,Normal
177.0,82.3,26.269590475278495,Overweight
192.7,52.2,14.05746703295076,Underweight
152.8,119.5,51.182464844713685,Obese
155.4,76.7,31.760939096846432,Obese
193.5,117.7,31.4350766847612,Obese
168.9,95.4,33.4417561338806,Obese
161.3,115.0,44.20069575738659,Obese
170.3,53.8,18.55038723071337,Normal
176.3,117.3,37.739260638658955,Obese
166.2,78.5,28.418923165368447,Overweight
159.9,59.6,23.310378867968215,Normal
151.9,97.0,42.03936878537862,Obese
188.4,103.4,29.13122461582845,Overweight
195.2,95.5,25.06361697124429,Overweight
150.9,87.8,38.55813649141159,Obese
167.5,107.1,38.173312541768766,Obese
194.6,98.0,25.878577713368877,Overweight
151.0,93.3,40.91925792728389,Obese
186.6,72.2,20.735471671669607,Normal
162.2,111.4,42.34318198749927,Obese
188.7,98.4,27.634480080005197,Overweight
184.0,113.0,33.37665406427221,Obese
197.1,92.4,23.784757214001814,Normal
165.3,106.0,38.79360666723027,Obese
157.6,111.9,45.05237187250381,Obese
174.8,87.9,28.76775811780969,Overweight
199.2,100.1,25.226407638586473,Overweight
152.0,90.4,39.12742382271468,Obese
158.9,100.4,39.76362032713103,Obese
192.9,86.6,23.27305719017877,Normal
184.3,106.0,31.20722806507236,Obese
171.2,106.5,36.33641584417853,Obese
174.7,53.3,17.463906561219186,Underweight
162.8,64.3,24.260635439996616,Normal
198.1,63.5,16.180978253529684,Underweight
167.2,72.6,25.969529085872576,Overweight
169.0,83.3,29.16564546059312,Overweight
173.5,101.5,33.71840975342374,Obese
160.7,71.0,27.49328253917115,Overweight
159.8,95.6,37.43728471603271,Obese
180.0,110.3,34.04320987654321,Obese
188.7,81.3,22.832146651467706,Normal
187.6,96.0,27.2775628406854,Overweight
178.3,109.3,34.380918558744334,Obese
181.9,100.7,30.434352919416064,Obese
178.2,57.2,18.01277521442131,Underweight
193.7,60.6,16.151519375559875,Underweight
169.4,55.8,19.444974902740277,Normal
156.2,69.8,28.60838643782144,Overweight
171.8,50.3,17.042043364715987,Underweight
193.5,92.7,24.758127516375218,Normal
195.0,51.9,13.648915187376726,Underweight
179.5,81.4,25.263615273003783,Overweight
153.1,84.6,36.092750689964554,Obese
186.1,95.2,27.48806708936307,Overweight
182.7,66.8,20.01240889186079,Normal
172.6,110.7,37.15917284419733,Obese
158.2,85.3,34.0828633121351,Obese
180.3,98.3,30.23862675414027,Obese
174.1,74.2,24.479715322685212,Normal
153.0,68.7,29.347686787133156,Overweight
169.9,90.9,31.49032374062089,Obese
196.9,112.7,29.069160097303012,Overweight
170.6,100.2,34.42783143144189,Obese
171.5,98.9,33.62544518015453,Obese
177.9,84.6,26.731200714348677,Overweight
164.9,50.5,18.571631887455176,Normal
153.7,111.5,47.19838433369216,Obese
180.1,66.9,20.625224865820428,Normal
174.8,83.2,27.229550345867647,Overweight
184.2,63.5,18.7152000433839,Normal
173.8,107.0,35.42290981658215,Obese
162.4,52.4,19.86823266762115,Normal
169.2,95.9,33.49792375746805,Obese
150.7,53.4,23.513363207927267,Normal
157.8,114.3,45.90206595440153,Obese
189.3,53.8,15.013468867563065,Underweight
196.6,112.3,29.05445472317288,Overweight
168.3,67.6,23.865935578214067,Normal
196.4,95.7,24.810126057217285,Normal
181.8,94.6,28.622224158609477,Overweight
164.0,109.6,40.74955383700179,Obese
180.0,78.2,24.1358024691358,Normal
190.4,87.0,23.99857001624179,Normal
189.3,77.0,21.487678490750113,Normal
194.3,95.9,25.402297967630744,Overweight
189.4,71.7,19.98753357738381,Normal
184.8,94.8,27.759037499297236,Overweight
169.2,102.7,35.87316756925932,Obese
159.0,59.1,23.377239824374033,Normal
155.6,76.6,31.638040985719094,Obese
190.6,52.5,14.451519418988362,Underweight
188.3,56.4,15.906640430111045,Underweight
194.7,53.3,14.060323271365032,Underweight
153.5,99.4,42.186123990705475,Obese
181.8,118.6,35.88367637643852,Obese
186.0,92.8,26.823910278644927,Overweight
170.6,73.8,25.357025545313487,Overweight
176.6,104.1,33.37869329950788,Obese
174.8,85.6,28.015018144306133,Overweight
171.7,59.7,20.25040628013605,Normal
164.5,112.7,41.64780443639656,Obese
199.5,58.8,14.77377654662973,Underweight
194.2,118.4,31.39447690543793,Obese
189.3,75.3,21.01327519939589,Normal
192.1,100.9,27.34238766519585,Overweight
191.9,117.2,31.825677836701143,Obese
153.7,91.5,38.73230642630343,Obese
178.7,118.3,37.04551525363966,Obese
173.5,62.5,20.76256758215748,Normal
159.9,54.0,21.12014192735375,Normal
163.1,95.1,35.74971590065413,Obese
157.1,57.3,23.21679421046895,Normal
173.7,85.4,28.30467898881369,Overweight
162.8,104.4,39.39051850599762,Obese
160.6,107.8,41.79532233576145,Obese
177.4,89.4,28.407321589945713,Overweight
160.6,82.6,32.024987244284745,Obese
179.5,56.4,17.504519673186895,Underweight
157.8,97.6,39.19546489194741,Obese
185.3,102.2,29.764600453924714,Overweight
165.2,77.3,28.32431450029021,Overweight
188.2,87.7,24.760553868462456,Normal
189.8,67.8,18.820765244542255,Normal
199.3,77.2,19.4358125994921,Normal
150.8,91.6,40.280308733615236,Obese
190.5,103.1,28.40983459744697,Overweight
174.1,54.2,17.881409305788928,Underweight
156.1,84.6,34.71878807627135,Obese
187.9,55.0,15.577907807675716,Underweight
153.3,113.1,48.12583693638835,Obese
193.4,94.9,25.371916469983066,Overweight
181.6,83.6,25.349803023540144,Overweight
159.4,52.9,20.819919113236743,Normal
184.0,87.0,25.697069943289225,Overweight
158.4,94.0,37.46428935822875,Obese
178.3,79.5,25.00716400201441,Overweight
150.2,70.3,31.1612922672123,Obese
196.9,117.1,30.20406963082682,Obese
153.2,64.5,27.481610754725992,Overweight
187.5,117.9,33.536,Obese
185.3,50.9,14.824052476563287,Underweight
182.6,86.4,25.912671896387707,Overweight
152.0,74.4,32.202216066481995,Obese
182.8,69.5,20.798519504522407,Normal
180.6,74.7,22.902616968907626,Normal
181.6,93.1,28.230462458033344,Overweight
176.9,78.8,25.180859606801512,Overweight
166.5,62.5,22.545067590112634,Normal
161.7,93.8,35.87424737703031,Obese
172.8,116.4,38.9821244855967,Obese
169.2,118.6,41.4270464821242,Obese
184.4,107.5,31.614522800099753,Obese
163.5,62.6,23.417407812660738,Normal
189.6,64.1,17.83123253039933,Underweight
199.0,50.8,12.827958889927022,Underweight
184.9,106.1,31.03427195674741,Obese
175.6,61.9,20.074356193668567,Normal
158.6,116.6,46.35453026084164,Obese
199.1,81.6,20.58484677785343,Normal
163.6,53.2,19.876734357159513,Normal
178.4,95.0,29.84928311448048,Overweight
172.1,57.7,19.48112677216637,Normal
160.0,96.0,37.49999999999999,Obese
189.0,97.7,27.350858038688727,Overweight
155.9,53.5,22.012103776988997,Normal
171.5,111.4,37.87537505631157,Obese
160.6,77.1,29.89257283939896,Overweight
177.5,72.6,23.043047014481253,Normal
193.0,95.9,25.745657601546352,Overweight
194.5,115.5,30.53112258047462,Obese
176.5,117.9,37.84638348754906,Obese
162.1,108.2,41.1776190126429,Obese
169.2,103.8,36.25739818587261,Obese
184.4,88.1,25.909204266872447,Overweight
164.4,87.8,32.48559977741074,Obese
157.7,92.7,37.27488802454754,Obese
163.9,118.8,44.224052151622985,Obese
156.1,52.4,21.50430845386074,Normal
163.8,83.0,30.935012619994303,Obese
152.2,64.8,27.973428696248284,Overweight
153.1,92.5,39.4631139340629,Obese
192.9,90.9,24.428647789691112,Normal
158.9,115.5,45.74400545601229,Obese
192.2,74.3,20.11324052187227,Normal
199.8,104.4,26.15227840453065,Overweight
169.5,100.7,35.050164895885,Obese
172.4,80.8,27.185469501133177,Overweight
164.3,86.9,32.1917546877159,Obese
156.0,82.3,33.818211702827085,Obese
181.8,115.5,34.94573879830227,Obese
192.4,57.9,15.641140901016158,Underweight
183.5,91.4,27.14401324532813,Overweight
155.5,76.9,31.802814280249383,Obese
180.3,56.7,17.44181217659973,Underweight
182.0,67.1,20.257215312160366,Normal
184.5,93.0,27.320598409236126,Overweight
153.5,102.4,43.45934704877506,Obese
184.9,85.8,25.096517755786312,Overweight
180.2,85.5,26.3303445056116,Overweight
193.4,95.1,25.42538731607365,Overweight
158.3,60.4,24.10322244919866,Normal
153.1,62.5,26.66426617166412,Overweight
190.6,117.1,32.23376998025785,Obese
155.1,117.4,48.802773194723486,Obese
169.0,104.3,36.51832919015441,Obese
193.4,105.3,28.15240046669354,Overweight
163.9,56.5,21.032482715207898,Normal
172.1,75.9,25.62595358765039,Overweight
180.7,81.8,25.05168824797129,Overweight
182.0,60.0,18.11375437749064,Underweight
179.7,51.7,16.01011269323231,Underweight
153.0,65.5,27.980691187150242,Overweight
188.9,117.7,32.9847006477276,Obese
189.7,114.9,31.929003678921504,Obese
155.2,66.3,27.525175364013187,Overweight
187.0,115.8,33.1150447539249,Obese
175.2,73.8,24.042972415087263,Normal
150.6,103.0,45.413741228093386,Obese
184.7,76.4,22.395438365789623,Normal
173.0,53.3,17.8088141935915,Underweight
156.3,117.6,48.13814665679342,Obese
158.8,69.0,27.362016128520576,Overweight
187.9,53.7,15.209702714039745,Underweight
197.3,119.5,30.698258214224516,Obese
158.2,94.8,37.87872733869177,Obese
170.1,81.2,28.063859796827337,Overweight
166.0,107.7,39.084047031499495,Obese
179.3,100.4,31.23008265707036,Obese
159.8,79.9,31.289111389236542,Obese
179.0,60.4,18.850847351830467,Normal
191.6,96.4,26.25947411317071,Overweight
182.1,112.2,33.83552857157074,Obese
159.7,86.1,33.759291156830145,Obese
187.4,89.1,25.37105524226937,Overweight
173.0,109.2,36.48635103077283,Obese
155.6,116.2,47.99399951097336,Obese
166.4,88.0,31.7816198224852,Obese
162.1,53.2,20.246296963702424,Normal
192.2,60.7,16.43167832675164,Underweight
161.3,116.5,44.777226571613376,Obese
175.6,108.3,35.12201576372061,Obese
182.6,94.4,28.311993368275456,Overweight
152.8,82.8,35.46366601792714,Obese
157.0,78.8,31.968842549393482,Obese
189.4,53.1,14.802483025928597,Underweight
167.2,110.8,39.63393695199286,Obese
185.1,76.2,22.240376440261386,Normal
188.0,86.3,24.41715708465369,Normal
182.1,87.7,26.447200140167148,Overweight
179.1,108.7,33.887409627079506,Obese
174.8,63.8,20.880352308489854,Normal
169.6,83.3,28.959649786400856,Overweight
157.5,116.9,47.1252204585538,Obese
198.6,99.7,25.277648473858807,Overweight
182.1,77.9,23.491868767605713,Normal
159.7,94.3,36.974461743194915,Obese
191.8,91.2,24.791204776438782,Normal
191.1,88.2,24.151672503320853,Normal
187.6,87.4,24.833947836207333,Normal
155.8,100.3,41.32054360203084,Obese
150.9,111.7,49.054030137706995,Obese
185.4,78.8,22.924863469055502,Normal
160.2,118.3,46.09562640955984,Obese
192.0,78.2,21.21310763888889,Normal
183.6,97.4,28.894394843388824,Overweight
168.7,68.9,24.20968042870461,Normal
174.4,102.3,33.63432160592543,Obese
175.1,77.2,25.17937861077019,Overweight
168.9,76.7,26.886611063612598,Overweight
159.0,64.1,25.355009691072343,Overweight
199.7,54.9,13.766267829385542,Underweight
187.5,74.4,21.162666666666667,Normal
157.8,92.0,36.94654477519633,Obese
151.7,53.2,23.117478943322638,Normal
167.2,63.3,22.642853872393033,Normal
177.7,67.2,21.281116903952178,Normal
196.9,63.1,16.275634446670985,Underweight
156.6,57.2,23.324509165879675,Normal
172.0,62.8,21.22769064359113,Normal
158.9,115.5,45.74400545601229,Obese
153.5,104.8,44.47792549523072,Obese
180.1,114.5,35.300272752413136,Obese
155.2,112.3,46.622582102242546,Obese
186.0,78.0,22.54595907041276,Normal
177.7,75.8,24.004593174398437,Normal
161.6,104.4,39.977698264876004,Obese
189.7,113.1,31.428810409800015,Obese
185.0,102.6,29.978086194302406,Obese
181.3,90.7,27.593810589634398,Overweight
160.7,89.0,34.46341050684835,Obese
185.3,82.5,24.02719703961633,Normal
177.0,81.8,26.109993935331477,Overweight
176.7,54.0,17.29500376166332,Underweight
156.0,65.1,26.750493096646938,Overweight
156.8,60.1,24.44456736776343,Normal
151.6,82.9,36.0708293593055,Obese
162.3,70.2,26.650175446988353,Overweight
174.7,76.5,25.065456884301458,Overweight
167.9,118.0,41.8582063900454,Obese
185.6,103.5,30.04584386147444,Obese
170.4,59.8,20.59500980845952,Normal
154.7,106.6,44.542703959411824,Obese
186.2,81.0,23.362841659927017,Normal
159.2,109.8,43.32276962702963,Obese
165.8,103.2,37.541415602386934,Obese
175.0,86.3,28.179591836734694,Overweight
177.7,100.4,31.79500204102379,Obese
164.7,115.6,42.61579903332918,Obese
173.0,87.7,29.30268301647232,Overweight
153.3,60.4,25.701154296709607,Overweight
158.0,89.8,35.97179939112321,Obese
180.0,53.3,16.450617283950617,Underweight
150.2,81.8,36.258800959572774,Obese
159.2,65.6,25.883184768061415,Overweight
181.4,95.2,28.930929229841645,Overweight
161.6,78.0,29.868395255367126,Overweight
190.9,86.0,23.598619316128474,Normal
169.6,112.4,39.076406194375224,Obese
185.7,82.2,23.836803154113632,Normal
194.3,119.8,31.733006220251962,Obese
172.4,59.6,20.052648295390316,Normal
183.8,110.0,32.561295158076206,Obese
192.2,75.4,20.411013934712912,Normal
162.3,105.7,40.127116022032325,Obese
194.3,84.9,22.488582872282066,Normal
193.0,86.6,23.248946280437057,Normal
153.0,87.3,37.29334871203383,Obese
173.6,66.9,22.198655737008647,Normal
155.6,53.7,22.17967103045843,Normal
194.3,95.7,25.349321329533495,Overweight
162.0,51.8,19.737844840725494,Normal
168.5,100.9,35.53786684746718,Obese
196.9,72.7,18.751800701632025,Normal
178.1,77.7,24.495887559777692,Normal
196.4,102.7,26.62486882002315,Overweight
173.1,60.6,20.224532357749954,Normal
199.1,95.5,24.091334157904445,Normal
197.8,90.1,23.028848169091546,Normal
151.0,79.2,34.735318626376035,Obese
170.3,93.8,32.34249669592777,Obese
197.5,75.2,19.27896170485499,Normal
190.7,68.5,18.836021843185858,Normal
160.6,56.3,21.828169271830888,Normal
194.2,91.3,24.20874781643989,Normal
160.1,117.2,45.724077042729,Obese
196.8,106.4,27.472073501222813,Overweight
154.2,56.6,23.803876246759565,Normal
197.3,65.4,16.8005530310484,Underweight
154.1,95.5,40.215927949901484,Obese
161.4,50.1,19.232275212706657,Normal
178.3,89.4,28.121263670189787,Overweight
159.4,118.2,46.52012172371613,Obese
169.5,74.6,25.965663368748963,Overweight
158.4,112.5,44.83758034894398,Obese
177.9,57.5,18.168369279846914,Underweight
180.5,53.3,16.359604361538047,Underweight
161.0,74.3,28.664017591913886,Overweight
164.6,90.5,33.40326488309226,Obese
186.9,108.4,31.032065226881898,Obese
154.3,63.0,26.461148943087103,Overweight
172.6,68.3,22.92657186322202,Normal
164.5,83.5,30.85706894799568,Obese
170.6,74.2,25.494461998133616,Overweight
191.8,50.3,13.673219301040248,Underweight
199.0,73.1,18.45912981995404,Underweight
159.0,68.3,27.016336379098924,Overweight
153.1,85.4,36.43405329696186,Obese
159.8,58.1,22.75215734311193,Normal
193.6,98.0,26.146608838194112,Overweight
194.0,70.6,18.758635349133808,Normal
164.3,66.1,24.486478536916234,Normal
166.5,71.3,25.71941310680049,Overweight
183.2,82.2,24.49180984344311,Normal
167.1,112.1,40.14696439168395,Obese
195.2,98.1,25.74597722386455,Overweight
190.1,62.4,17.267137841845745,Underweight
167.9,97.1,34.44433763113058,Obese
198.6,60.7,15.389701728818752,Underweight
187.2,72.3,20.631300679377606,Normal
187.9,82.4,23.338538242772348,Normal
198.0,94.5,24.104683195592287,Normal
171.5,82.9,28.185534938673513,Overweight
152.1,90.8,39.24889374745239,Obese
199.5,97.8,24.572709970414756,Normal
196.8,117.3,30.28641185802101,Obese
198.3,113.4,28.838165251841865,Overweight
173.7,85.5,28.337822641025415,Overweight
158.2,102.0,40.75559270618734,Obese
159.8,80.7,31.60239410652552,Obese
173.7,117.6,38.97693500098934,Obese
183.8,55.4,16.39905228870383,Underweight
173.3,64.4,21.443157817978886,Normal
169.7,68.1,23.647401615871054,Normal
198.2,69.7,17.742935664166197,Underweight
182.4,69.2,20.79966912896276,Normal
170.4,92.3,31.787949921752737,Obese
184.5,112.6,33.07848796645148,Obese
189.6,54.7,15.216355997080242,Underweight
168.4,108.2,38.15426453247273,Obese
173.8,71.0,23.504921467077875,Normal
182.1,91.3,27.532832072944817,Overweight
181.9,96.1,29.044104424586727,Overweight
158.8,89.3,35.41200058372301,Obese
174.8,56.6,18.523948913174383,Normal
163.0,83.9,31.578154992660625,Obese
195.7,54.4,14.20421536201558,Underweight
174.8,50.2,16.429368117338413,Underweight
188.3,64.1,18.078291694505637,Underweight
152.2,70.8,30.56356098293794,Obese
169.1,98.1,34.30692492798519,Obese
157.9,76.9,30.843388184295065,Obese
169.6,84.3,29.307304645781418,Overweight
189.8,91.9,25.51074227099459,Overweight
196.3,52.4,13.598490048578268,Underweight
195.8,74.4,19.4065153723599,Normal
155.9,79.9,32.87415124825086,Obese
165.1,68.3,25.056854847437503,Overweight
183.0,76.3,22.7836005852668,Normal
160.2,84.5,32.92544743539989,Obese
152.6,91.2,39.16388540097463,Obese
197.7,70.3,17.986306357199858,Underweight
166.5,98.9,35.675314954594235,Obese
171.0,110.2,37.686809616634186,Obese
163.6,59.3,22.155833597360132,Normal
166.3,70.3,25.419723753050455,Overweight
198.2,74.2,18.888462356974628,Normal
159.6,57.4,22.534406190915888,Normal
174.7,92.8,30.40620129232909,Obese
181.9,64.7,19.554147307708234,Normal
161.2,113.5,43.67830600520908,Obese
185.8,59.7,17.29350054053052,Underweight
184.1,100.9,29.77032591868305,Overweight
197.7,96.0,24.561670132164814,Normal
173.0,82.8,27.665474957399177,Overweight
169.2,86.1,30.07477826400416,Obese
168.1,61.2,21.65788260224414,Normal
168.2,52.0,18.3802477374622,Underweight
151.9,116.0,50.273884320658965,Obese
161.8,52.5,20.05405810099911,Normal
156.0,90.3,37.10552268244575,Obese
194.0,106.9,28.40365607397173,Overweight
152.8,50.4,21.586579315259996,Normal
168.3,76.8,27.11396231371066,Overweight
161.0,71.3,27.506654835847378,Overweight
182.3,64.6,19.438340290714518,Normal
166.3,61.6,22.273897342644496,Normal
150.8,76.4,33.596240035460745,Obese
194.7,60.1,15.85413562118271,Underweight
181.8,63.7,19.273104428154586,Normal
150.1,88.3,39.192170797971244,Obese
184.0,66.8,19.73062381852552,Normal
160.8,55.4,21.42583104378604,Normal
198.2,110.5,28.12904434562933,Overweight
172.2,80.3,27.080036853131098,Overweight
161.2,108.1,41.6002191996749,Obese
151.5,53.6,23.352830332538208,Normal
152.9,94.6,40.464685151813136,Obese
152.8,107.3,45.957142073956305,Obese
151.6,98.7,42.945607451911364,Obese
177.4,109.0,34.63532498103001,Obese
192.3,57.9,15.657412567953575,Underweight
167.3,62.0,22.151330026592312,Normal
167.4,61.1,21.803705273855964,Normal
155.2,94.4,39.19119991497504,Obese
150.1,119.8,53.173522781392464,Obese
197.6,79.1,20.258281565014997,Normal
172.9,113.9,38.10076867213636,Obese
186.9,112.5,32.20578725114588,Obese
193.4,106.8,28.553431812372935,Overweight
155.6,83.6,34.529245775536765,Obese
163.1,72.3,27.178806094819073,Overweight
175.1,53.9,17.579902941975558,Underweight
164.9,83.5,30.70754975450509,Obese
152.7,111.2,47.6899330925678,Obese
194.6,83.7,22.102417904173212,Normal
162.5,50.1,18.972781065088757,Normal
153.6,105.7,44.80150010850694,Obese
171.1,59.0,20.153570204961813,Normal
190.2,61.5,17.000202343871802,Underweight
158.4,66.4,26.46413631262116,Overweight
171.8,63.6,21.548190019799936,Normal
159.3,100.2,39.48536617948344,Obese
190.9,115.8,31.775815311717178,Obese
176.1,58.2,18.767407011851525,Normal
178.9,77.3,24.152317700774336,Normal
187.4,92.1,26.225299526520864,Overweight
197.0,83.1,21.412558942513332,Normal
155.3,74.4,30.848213934022137,Obese
192.3,65.6,17.739659144348092,Underweight
173.7,88.7,29.398419511800636,Overweight
182.0,85.6,25.842289578553313,Overweight
192.6,119.4,32.187834615994284,Obese
166.3,82.5,29.83111251247031,Overweight
193.5,111.9,29.886024477695653,Overweight
181.6,116.1,35.20469056259582,Obese
164.0,73.0,27.141582391433676,Overweight
196.0,70.9,18.455851728446483,Underweight
152.9,115.9,49.57565548726367,Obese
179.5,90.4,28.05688968893786,Overweight
150.8,63.4,27.879602333091768,Overweight
154.1,67.9,28.593314217783362,Overweight
155.0,51.4,21.39438085327783,Normal
194.7,72.5,19.125205200262005,Normal
177.9,93.5,29.543348307229333,Overweight
163.0,71.8,27.023975309571306,Overweight
169.5,66.0,22.972302712298013,Normal
191.9,54.1,14.6908632334943,Underweight
178.5,109.3,34.30391764548957,Obese
151.6,95.3,41.46622482438858,Obese
193.6,113.6,30.30872208182501,Obese
176.9,51.5,16.45703388007967,Underweight
159.8,114.5,44.83858891198478,Obese
185.8,86.6,25.08571435192534,Overweight
176.7,59.5,19.056531922573473,Normal
159.5,67.6,26.572065919163528,Overweight
182.5,60.1,18.044661287295927,Underweight
182.1,65.8,19.842939215769647,Normal
197.7,68.4,17.50018996916743,Underweight
163.2,90.8,34.0914552095348,Obese
177.4,68.3,21.702685286278435,Normal
166.1,84.4,30.591669714355724,Obese
164.9,94.9,34.89995774494052,Obese
175.3,104.5,34.005757874448136,Obese
185.7,111.8,32.420372173113186,Obese
180.2,61.1,18.816187711027705,Normal
155.9,95.1,39.12805736806829,Obese
196.1,57.9,15.056477392790212,Underweight
185.4,66.4,19.317397643975706,Normal
179.0,89.9,28.05780094254237,Overweight
157.2,116.3,47.06246074756069,Obese
156.7,92.6,37.71142937313097,Obese
164.7,111.3,41.03060927689911,Obese
196.2,97.0,25.19844424285689,Overweight
157.3,102.5,41.42537229285191,Obese
182.7,65.5,19.6229458445641,Normal
182.2,84.0,25.303613235476632,Overweight
154.6,106.3,44.474828836759386,Obese
185.4,96.2,27.986952610699742,Overweight
173.8,52.2,17.2810831067812,Underweight
175.0,96.8,31.60816326530612,Obese
150.3,63.4,28.065403900559932,Overweight
194.8,115.2,30.358099077029454,Obese
180.5,115.0,35.29745781570123,Obese
