Age,Gender,Weight (kg),Height (cm),Activity Level,Goal,Daily Caloric Need
18,Male,69.4,194.9,moderate,muscle_gain,2832.0437500000003
28,Female,108.2,182.6,high,weight_loss,3363.9375
20,Male,56.7,174.2,low,weight_loss,1872.8999999999999
40,Male,57.8,151.7,moderate,maintenance,2063.24375
43,Male,113.1,195.8,low,maintenance,2573.7
21,Male,87.9,195.1,high,weight_loss,3497.15625
35,Male,100.3,168.9,high,maintenance,3305.09375
23,Female,65.8,151.5,high,maintenance,2325.53125
52,Female,61.6,186.7,high,muscle_gain,2383.28125
39,Male,108.4,189.6,moderate,weight_loss,3222.4500000000003
60,Female,75.1,177.1,high,muscle_gain,2444.53125
32,Male,81.9,170.1,moderate,muscle_gain,2677.0437500000003
39,Male,52.0,192.6,moderate,weight_loss,2377.3125
54,Male,77.0,159.6,low,muscle_gain,1803.0
59,Male,103.9,172.0,high,maintenance,3192.0
29,Female,107.5,151.2,moderate,maintenance,2656.7000000000003
64,Male,98.9,158.2,low,maintenance,1995.3
59,Female,98.5,197.0,low,maintenance,2112.2999999999997
55,Male,85.4,178.9,high,maintenance,2978.71875
35,Male,87.7,190.3,high,muscle_gain,3318.65625
62,Female,102.0,174.3,low,weight_loss,1966.05
52,Male,67.3,191.7,moderate,muscle_gain,2504.99375
47,Male,66.2,176.9,high,muscle_gain,2690.84375
41,Female,116.5,150.2,low,maintenance,2085.2999999999997
59,Female,51.9,195.0,low,maintenance,1538.1
47,Female,59.8,157.4,moderate,muscle_gain,1837.9125000000001
31,Male,89.9,172.5,moderate,muscle_gain,2832.0437500000003
23,Male,101.6,173.8,low,weight_loss,2390.7
20,Female,87.7,152.4,moderate,weight_loss,2431.175
33,Female,74.9,152.7,high,weight_loss,2410.40625
24,Male,118.5,188.1,low,weight_loss,2694.75
31,Male,99.3,165.0,moderate,weight_loss,2905.0875
26,Female,108.2,170.5,moderate,maintenance,2877.76875
32,Female,52.8,178.2,moderate,weight_loss,2047.1625000000001
38,Female,66.5,168.7,moderate,muscle_gain,2120.9812500000003
52,Female,76.2,188.8,low,maintenance,1825.2
19,Male,62.8,194.2,moderate,muscle_gain,2715.2125
44,Male,55.1,153.0,high,maintenance,2261.4375
19,Male,65.8,181.8,high,maintenance,2982.4375
52,Male,87.4,165.9,low,weight_loss,1987.05
35,Female,98.7,179.2,low,muscle_gain,2125.2
31,Male,104.2,174.2,high,weight_loss,3466.3125
37,Female,53.0,166.7,high,muscle_gain,2145.28125
35,Male,80.0,154.7,low,muscle_gain,1916.25
27,Male,58.6,178.0,high,weight_loss,2744.875
42,Male,80.2,155.6,high,weight_loss,2746.625
19,Female,80.4,157.8,low,maintenance,1841.1
42,Male,84.9,199.1,low,maintenance,2266.0499999999997
50,Female,112.5,165.8,moderate,maintenance,2712.8875000000003
53,Female,106.4,179.2,moderate,muscle_gain,2724.9
48,Male,94.6,163.6,high,weight_loss,3033.625
31,Female,112.0,193.3,low,maintenance,2414.5499999999997
18,Male,97.5,164.2,moderate,weight_loss,2970.1875
63,Female,107.3,168.3,high,maintenance,2885.53125
33,Male,89.5,180.4,high,maintenance,3259.375
63,Female,86.8,193.5,high,weight_loss,2802.40625
20,Female,100.7,190.8,high,maintenance,3392.375
52,Male,51.4,163.2,low,weight_loss,1534.8
58,Male,98.3,191.5,high,maintenance,3316.03125
23,Male,115.4,185.1,moderate,weight_loss,3411.3562500000003
42,Male,100.0,199.5,low,maintenance,2450.25
30,Female,52.6,196.8,high,maintenance,2528.75
51,Female,76.5,176.7,moderate,muscle_gain,2252.7312500000003
25,Female,106.7,187.5,moderate,weight_loss,3026.95625
38,Female,117.1,178.5,low,maintenance,2322.75
51,Male,75.9,179.7,low,muscle_gain,1958.55
21,Female,108.9,155.1,low,weight_loss,2150.85
42,Male,110.5,150.1,moderate,maintenance,2849.09375
32,Female,58.6,152.4,moderate,maintenance,1887.125
21,Male,109.2,198.3,high,maintenance,3904.90625
62,Male,72.7,156.3,low,weight_loss,1678.6499999999999
29,Male,91.5,152.2,low,muscle_gain,2071.5
49,Male,87.7,165.5,low,maintenance,2005.6499999999999
49,Male,96.4,179.4,low,muscle_gain,2214.2999999999997
45,Female,101.8,197.4,moderate,weight_loss,2891.9125
30,Male,80.9,185.0,low,weight_loss,2184.2999999999997
48,Female,112.2,163.8,moderate,maintenance,2704.3625
31,Female,106.7,197.0,moderate,maintenance,3072.4875
37,Male,105.0,151.8,low,maintenance,2182.5
35,Female,82.1,199.0,moderate,muscle_gain,2679.5625
46,Female,52.6,152.9,moderate,muscle_gain,1690.46875
23,Female,84.5,187.7,low,maintenance,2090.5499999999997
49,Male,112.9,152.3,low,weight_loss,2209.0499999999997
46,Male,63.3,196.6,high,weight_loss,2864.3125
60,Male,118.8,155.4,moderate,maintenance,2889.5875
19,Male,106.5,152.5,moderate,muscle_gain,2988.59375
40,Female,99.7,194.5,high,weight_loss,3240.34375
36,Female,97.4,154.8,high,muscle_gain,2800.875
48,Female,91.1,189.9,low,maintenance,2036.25
22,Female,100.4,187.4,high,muscle_gain,3332.4375
36,Female,79.5,179.9,low,muscle_gain,1894.05
51,Female,109.2,168.9,low,muscle_gain,2077.95
27,Male,98.7,195.8,low,weight_loss,2496.9
42,Female,104.0,193.6,moderate,muscle_gain,2912.4500000000003
19,Female,105.5,171.3,moderate,muscle_gain,2897.9187500000003
28,Female,56.4,161.6,low,muscle_gain,1527.6
48,Male,53.9,163.6,high,maintenance,2321.375
32,Female,106.1,161.0,moderate,muscle_gain,2706.6875
26,Female,68.2,177.1,moderate,muscle_gain,2321.70625
40,Male,90.7,193.4,high,weight_loss,3361.3125
36,Female,81.1,188.7,moderate,maintenance,2556.53125
26,Male,51.5,189.8,high,muscle_gain,2758.4375
52,Male,52.8,172.4,high,weight_loss,2363.375
38,Female,107.9,166.1,moderate,weight_loss,2737.49375
26,Female,92.5,187.9,high,muscle_gain,3164.65625
45,Male,86.7,189.7,high,weight_loss,3207.09375
63,Female,116.1,184.8,low,weight_loss,2208.0
24,Female,62.1,151.6,low,weight_loss,1545.0
33,Male,68.1,179.5,moderate,weight_loss,2546.45625
33,Male,103.0,167.4,high,muscle_gain,3353.4375
50,Female,104.3,159.8,moderate,muscle_gain,2527.6625
21,Male,78.3,184.7,moderate,weight_loss,2847.93125
21,Female,116.6,163.4,low,muscle_gain,2305.5
56,Female,115.7,195.6,high,muscle_gain,3392.375
57,Female,50.9,164.9,moderate,weight_loss,1695.11875
34,Female,62.1,177.8,moderate,weight_loss,2171.9375
54,Male,107.4,191.4,low,weight_loss,2406.2999999999997
56,Female,73.5,170.1,low,muscle_gain,1628.55
46,Male,56.7,191.4,low,muscle_gain,1845.8999999999999
53,Female,104.9,186.2,moderate,maintenance,2769.4625
55,Female,81.8,196.0,high,maintenance,2812.25
56,Male,84.5,166.3,low,weight_loss,1931.25
54,Female,63.0,155.3,low,maintenance,1403.55
52,Male,96.3,171.5,high,muscle_gain,3114.78125
24,Male,88.6,189.3,moderate,maintenance,3028.89375
44,Female,64.5,172.5,moderate,maintenance,2080.2937500000003
45,Female,73.8,163.1,high,weight_loss,2399.90625
39,Female,91.8,151.4,low,muscle_gain,1809.8999999999999
31,Female,114.7,165.7,high,muscle_gain,3266.59375
24,Male,114.4,185.7,moderate,muscle_gain,3393.9187500000003
54,Female,70.2,157.4,moderate,muscle_gain,1944.8625
39,Female,101.5,167.0,low,maintenance,2043.3
22,Female,104.3,151.0,low,weight_loss,2058.9
19,Female,106.6,186.1,high,maintenance,3452.96875
44,Female,90.0,194.0,moderate,muscle_gain,2683.8250000000003
38,Male,50.7,178.4,moderate,weight_loss,2227.35
55,Female,103.3,151.3,high,weight_loss,2699.59375
32,Male,57.5,160.9,low,muscle_gain,1710.75
38,Female,58.2,171.9,moderate,muscle_gain,2023.33125
27,Female,92.4,179.4,moderate,weight_loss,2711.3375
40,Female,118.8,174.8,low,muscle_gain,2303.4
56,Male,67.0,195.8,moderate,muscle_gain,2509.0625
22,Female,95.2,196.9,low,muscle_gain,2293.95
18,Male,71.3,155.4,high,muscle_gain,2798.6875
30,Male,112.9,156.9,low,weight_loss,2357.5499999999997
38,Female,91.5,167.9,low,weight_loss,1936.05
43,Male,64.5,171.1,high,maintenance,2632.65625
62,Female,68.3,179.3,moderate,maintenance,2065.56875
38,Female,80.3,188.7,moderate,weight_loss,2528.63125
35,Male,58.5,156.8,low,maintenance,1674.0
54,Female,55.5,190.1,low,muscle_gain,1574.55
62,Female,97.6,180.5,high,muscle_gain,2857.96875
49,Male,78.5,199.0,high,weight_loss,3130.3125
53,Male,100.8,182.6,moderate,maintenance,2928.3375
34,Male,57.7,185.8,moderate,muscle_gain,2438.5375
52,Male,92.7,159.8,high,maintenance,2923.8125
28,Male,81.0,188.4,low,weight_loss,2223.0
38,Male,54.1,154.0,high,weight_loss,2307.375
43,Female,88.1,182.8,moderate,maintenance,2553.625
21,Male,55.8,152.8,low,weight_loss,1695.6
51,Male,107.9,155.8,high,muscle_gain,3154.8125
35,Female,94.2,155.4,moderate,muscle_gain,2444.7375
57,Female,89.0,152.6,low,maintenance,1677.3
52,Male,59.3,166.1,low,maintenance,1651.35
58,Male,70.1,199.7,low,weight_loss,1996.9499999999998
46,Female,84.5,167.4,low,weight_loss,1800.3
46,Male,94.3,188.0,low,maintenance,2271.6
55,Male,62.8,156.6,high,weight_loss,2339.3125
59,Female,50.6,172.7,low,maintenance,1355.25
38,Male,74.1,159.3,high,maintenance,2715.34375
59,Female,83.8,159.6,low,muscle_gain,1655.3999999999999
30,Male,62.9,155.0,moderate,weight_loss,2251.7625000000003
58,Female,84.5,171.6,low,maintenance,1759.8
34,Female,73.7,153.8,high,muscle_gain,2392.6875
26,Female,81.9,195.5,moderate,maintenance,2712.30625
58,Male,74.3,172.4,moderate,weight_loss,2380.025
18,Female,94.0,191.9,high,muscle_gain,3304.65625
19,Male,53.0,199.0,moderate,weight_loss,2609.8125
46,Female,62.0,183.9,high,muscle_gain,2412.15625
50,Female,80.3,195.1,low,weight_loss,1933.6499999999999
27,Female,74.9,156.8,low,maintenance,1719.6
57,Male,77.4,191.5,high,maintenance,2959.03125
38,Male,106.3,163.6,low,maintenance,2280.6
45,Female,112.0,173.6,moderate,weight_loss,2819.4500000000003
28,Male,67.4,182.3,low,muscle_gain,2014.05
51,Male,108.5,195.2,low,weight_loss,2466.0
25,Male,82.1,195.5,moderate,maintenance,2980.45625
39,Female,69.2,154.6,moderate,weight_loss,2018.4875
25,Male,119.0,168.2,low,muscle_gain,2545.5
32,Female,107.7,189.7,low,maintenance,2329.95
34,Female,119.6,185.2,low,weight_loss,2427.0
40,Female,61.8,151.3,high,maintenance,2104.59375
41,Male,60.1,172.5,high,weight_loss,2588.46875
62,Female,85.2,191.5,low,weight_loss,1893.4499999999998
36,Male,94.7,186.9,low,maintenance,2328.15
22,Male,62.0,170.6,moderate,muscle_gain,2450.9375
49,Female,110.2,186.8,low,maintenance,2236.2
61,Female,87.2,177.6,low,muscle_gain,1819.2
18,Female,78.8,195.6,high,maintenance,3079.125
40,Male,92.1,179.4,high,maintenance,3232.6875
54,Male,94.4,170.0,high,maintenance,3047.625
25,Female,53.0,193.1,moderate,weight_loss,2248.8562500000003
30,Female,120.0,152.5,low,weight_loss,2210.5499999999997
25,Male,75.5,195.0,high,muscle_gain,3244.0625
40,Male,54.3,184.8,moderate,maintenance,2329.65
60,Female,109.7,197.0,low,weight_loss,2240.7
18,Male,119.5,162.5,low,weight_loss,2550.75
62,Male,107.1,184.7,moderate,maintenance,2976.58125
41,Male,109.6,190.5,low,maintenance,2503.95
52,Male,93.8,185.1,moderate,maintenance,2851.80625
41,Male,114.6,160.5,moderate,muscle_gain,3021.14375
34,Male,52.5,163.8,high,maintenance,2421.5625
22,Female,103.7,178.3,moderate,weight_loss,2914.58125
37,Male,96.9,172.3,high,weight_loss,3265.28125
38,Female,53.5,186.8,low,maintenance,1621.8
57,Female,88.1,168.9,high,muscle_gain,2608.59375
48,Male,86.1,193.0,moderate,muscle_gain,2839.9875
63,Female,98.4,171.6,high,weight_loss,2765.875
53,Female,55.4,152.0,low,muscle_gain,1293.6
28,Female,106.4,150.9,high,maintenance,2985.71875
32,Male,59.8,182.3,low,muscle_gain,1898.85
36,Female,79.3,177.0,moderate,muscle_gain,2415.2875
24,Male,111.7,177.1,high,weight_loss,3690.53125
45,Female,89.2,189.5,low,weight_loss,2028.4499999999998
60,Female,76.6,168.8,low,weight_loss,1632.0
22,Female,53.4,199.8,high,muscle_gain,2645.5625
22,Female,97.1,197.3,high,weight_loss,3382.96875
47,Male,119.1,150.6,high,weight_loss,3328.9375
49,Female,113.8,194.8,high,muscle_gain,3411.625
25,Female,100.2,184.0,high,muscle_gain,3265.5
27,Male,57.4,175.1,low,muscle_gain,1846.05
55,Male,66.8,179.1,moderate,maintenance,2351.93125
64,Male,63.1,192.1,low,maintenance,1819.95
49,Female,74.9,197.6,high,muscle_gain,2761.5
45,Male,66.5,178.0,high,weight_loss,2725.625
34,Male,67.1,159.1,moderate,muscle_gain,2325.58125
48,Male,93.2,182.0,high,maintenance,3210.375
25,Male,72.3,153.8,moderate,weight_loss,2424.5875
57,Male,97.4,181.8,high,maintenance,3202.9375
42,Male,116.4,190.4,low,maintenance,2578.7999999999997
26,Female,94.7,167.7,moderate,maintenance,2641.39375
19,Male,102.6,153.6,low,maintenance,2275.2
32,Female,102.6,184.6,high,weight_loss,3252.8125
20,Male,73.1,167.0,low,muscle_gain,2015.6999999999998
53,Male,51.0,162.5,low,weight_loss,1518.75
21,Male,53.9,184.5,low,muscle_gain,1910.55
31,Female,69.7,198.5,moderate,muscle_gain,2513.51875
58,Male,98.3,187.3,moderate,weight_loss,2896.36875
58,Male,113.5,174.6,moderate,muscle_gain,3008.9375
42,Male,117.1,180.0,low,weight_loss,2509.2
27,Male,51.8,157.1,low,weight_loss,1643.85
38,Female,119.3,190.7,high,muscle_gain,3559.28125
53,Female,72.6,180.2,moderate,muscle_gain,2210.6875
29,Female,109.0,198.3,high,maintenance,3540.90625
44,Female,62.6,199.0,low,muscle_gain,1786.5
57,Female,54.4,167.7,moderate,muscle_gain,1776.49375
19,Male,76.5,199.4,high,muscle_gain,3362.1875
30,Male,110.1,197.8,low,weight_loss,2630.7
49,Male,65.5,182.0,low,maintenance,1863.0
48,Female,60.8,166.7,low,maintenance,1498.6499999999999
33,Male,113.7,187.7,moderate,weight_loss,3332.69375
49,Female,115.7,163.6,moderate,muscle_gain,2748.925
49,Male,50.9,181.5,high,muscle_gain,2455.90625
51,Female,100.9,151.2,low,weight_loss,1845.6
28,Male,71.6,181.4,moderate,maintenance,2657.8625
27,Male,76.2,197.6,moderate,weight_loss,2893.85
32,Male,82.8,161.8,low,weight_loss,2021.1
34,Male,79.9,188.9,low,muscle_gain,2177.5499999999997
57,Female,86.0,164.7,high,weight_loss,2525.90625
35,Male,90.8,185.4,high,weight_loss,3319.3125
26,Male,82.6,185.0,high,weight_loss,3250.1875
42,Male,99.1,159.2,moderate,muscle_gain,2760.55
57,Female,100.3,179.9,moderate,muscle_gain,2606.13125
31,Male,80.8,193.0,moderate,maintenance,2889.5875
42,Male,60.0,169.1,moderate,maintenance,2250.40625
39,Male,94.8,185.5,moderate,maintenance,2971.93125
47,Male,104.1,183.7,low,muscle_gain,2350.95
37,Male,94.7,162.9,high,maintenance,3123.96875
38,Female,91.2,195.9,high,weight_loss,3124.40625
61,Female,66.1,178.2,high,maintenance,2290.3125
49,Female,95.2,167.8,high,weight_loss,2790.8125
63,Male,73.4,158.2,low,maintenance,1695.3
38,Female,114.4,173.7,moderate,muscle_gain,2911.86875
52,Male,95.8,186.5,moderate,weight_loss,2896.36875
49,Male,69.5,181.2,moderate,weight_loss,2460.625
47,Male,83.1,186.4,high,muscle_gain,3090.5
56,Male,109.3,189.6,high,weight_loss,3505.25
29,Female,73.5,172.1,low,maintenance,1805.55
58,Female,86.8,176.0,low,muscle_gain,1820.3999999999999
64,Female,97.6,199.3,moderate,weight_loss,2697.96875
35,Male,102.8,198.4,moderate,muscle_gain,3251.9
38,Female,62.2,170.7,moderate,weight_loss,2073.70625
30,Female,89.6,184.3,moderate,weight_loss,2692.15625
38,Male,113.9,163.4,moderate,muscle_gain,3061.6375000000003
25,Female,117.8,157.6,moderate,weight_loss,2909.35
63,Male,95.9,188.4,high,maintenance,3196.375
57,Female,118.9,171.8,low,maintenance,2180.1
63,Female,90.0,158.9,low,weight_loss,1700.55
24,Female,81.0,187.9,high,weight_loss,2980.90625
40,Male,88.6,195.8,moderate,maintenance,2967.8625
61,Female,58.1,196.7,moderate,weight_loss,2083.78125
49,Female,78.1,179.8,moderate,weight_loss,2323.0625
28,Female,82.1,174.0,low,muscle_gain,1929.0
39,Female,109.4,157.1,low,muscle_gain,2063.85
39,Male,103.1,189.6,moderate,maintenance,3140.3
60,Male,92.1,197.3,moderate,maintenance,2881.64375
42,Female,74.3,194.5,high,muscle_gain,2778.34375
39,Female,63.1,187.6,moderate,muscle_gain,2243.625
45,Female,74.3,150.2,high,maintenance,2267.5625
46,Male,97.6,170.4,moderate,maintenance,2814.8
30,Female,68.4,170.5,moderate,maintenance,2229.86875
35,Female,79.9,194.7,moderate,muscle_gain,2603.80625
19,Male,77.1,153.3,high,muscle_gain,2868.46875
46,Male,103.6,176.6,high,weight_loss,3350.8125
38,Male,111.9,156.8,high,maintenance,3349.5
32,Female,99.0,183.1,low,weight_loss,2176.0499999999997
44,Male,73.9,189.6,low,maintenance,2050.7999999999997
48,Male,80.3,182.1,moderate,muscle_gain,2644.49375
32,Female,60.0,189.7,high,maintenance,2563.09375
40,Male,61.8,180.4,high,maintenance,2713.375
41,Female,61.5,159.5,moderate,muscle_gain,1931.10625
61,Female,59.1,169.1,moderate,muscle_gain,1831.90625
30,Male,62.6,197.8,moderate,maintenance,2661.7375
39,Female,64.2,164.4,moderate,maintenance,2035.925
60,Male,57.8,153.1,high,maintenance,2169.78125
54,Male,94.8,169.2,low,maintenance,2088.6
50,Male,119.3,168.3,high,maintenance,3499.78125
20,Female,111.5,173.5,low,muscle_gain,2326.0499999999997
36,Male,53.2,178.0,moderate,maintenance,2277.725
40,Female,79.6,199.6,low,muscle_gain,2019.0
46,Female,110.2,187.8,high,weight_loss,3298.3125
47,Female,59.4,151.8,high,weight_loss,2006.8125
56,Male,109.3,185.6,high,maintenance,3461.5
61,Female,91.5,191.2,high,weight_loss,2877.0
64,Female,115.2,194.8,high,muscle_gain,3304.875
42,Male,111.3,171.2,high,weight_loss,3461.5
54,Male,97.4,165.7,moderate,weight_loss,2704.1687500000003
64,Female,96.0,192.0,low,muscle_gain,2014.8
25,Female,64.9,188.9,moderate,maintenance,2392.61875
59,Male,58.2,176.8,low,muscle_gain,1676.3999999999999
33,Female,79.1,155.9,low,muscle_gain,1727.25
25,Female,63.1,182.6,low,maintenance,1783.5
18,Female,57.2,153.3,high,muscle_gain,2238.46875
61,Female,71.2,155.0,high,maintenance,2125.8125
22,Male,110.2,166.6,high,muscle_gain,3566.9375
20,Female,51.2,168.6,low,weight_loss,1565.7
18,Male,70.5,173.1,low,maintenance,2042.25
21,Female,79.7,167.0,low,maintenance,1889.6999999999998
57,Male,85.7,151.7,moderate,weight_loss,2363.94375
52,Female,62.7,157.9,high,weight_loss,2087.53125
49,Male,117.5,155.8,high,maintenance,3340.3125
59,Female,90.5,171.6,high,weight_loss,2662.625
51,Male,86.5,160.6,moderate,muscle_gain,2509.0625
60,Female,50.6,164.7,moderate,muscle_gain,1665.28125
42,Female,84.0,173.6,moderate,muscle_gain,2408.7000000000003
27,Male,108.6,161.8,low,weight_loss,2360.7
38,Male,65.4,162.3,moderate,weight_loss,2299.2312500000003
63,Male,74.6,191.7,low,weight_loss,1960.9499999999998
56,Male,51.4,177.4,low,maintenance,1617.3
44,Male,118.4,192.8,high,muscle_gain,3804.5
44,Female,54.7,175.7,high,maintenance,2212.21875
19,Male,112.9,195.5,moderate,maintenance,3504.3562500000003
58,Male,71.9,162.7,low,maintenance,1741.05
30,Female,91.1,180.8,low,muscle_gain,2076.0
26,Male,97.6,175.2,low,muscle_gain,2335.2
53,Male,59.9,195.9,high,muscle_gain,2735.90625
39,Male,81.1,170.9,high,weight_loss,2955.96875
59,Female,72.8,192.7,high,muscle_gain,2583.65625
43,Male,54.0,178.2,high,weight_loss,2526.5625
29,Female,108.3,185.4,high,weight_loss,3387.5625
34,Female,53.2,194.3,high,weight_loss,2476.90625
31,Male,95.7,199.8,moderate,muscle_gain,3186.4125
31,Female,72.0,186.6,moderate,muscle_gain,2433.8875000000003
51,Male,63.4,165.7,moderate,muscle_gain,2200.4187500000003
37,Male,96.7,165.0,moderate,muscle_gain,2818.2875
28,Male,90.2,165.5,low,maintenance,2161.65
33,Male,72.1,154.9,high,muscle_gain,2675.96875
48,Male,85.9,152.7,high,muscle_gain,2762.15625
23,Female,67.2,179.0,moderate,muscle_gain,2347.8625
36,Female,110.5,190.5,low,muscle_gain,2345.5499999999997
54,Female,72.0,151.8,moderate,muscle_gain,1918.5125
21,Female,67.2,178.3,high,maintenance,2660.65625
64,Male,102.6,168.6,moderate,maintenance,2735.3625
21,Male,51.2,194.6,low,weight_loss,1953.8999999999999
37,Female,68.8,157.3,high,weight_loss,2318.96875
27,Male,76.3,178.2,low,muscle_gain,2096.1
41,Female,111.8,198.5,moderate,weight_loss,3088.56875
52,Female,116.5,167.3,high,maintenance,3131.84375
43,Female,100.2,187.1,low,muscle_gain,2154.45
54,Female,84.5,194.1,low,weight_loss,1952.55
55,Male,94.8,159.3,low,weight_loss,2008.35
38,Male,79.0,199.6,high,maintenance,3241.875
57,Female,70.9,190.5,high,muscle_gain,2543.84375
56,Female,116.5,156.9,moderate,weight_loss,2642.1687500000003
38,Female,58.1,165.5,moderate,maintenance,1959.78125
27,Female,74.2,181.2,high,muscle_gain,2762.375
55,Female,112.9,194.2,low,maintenance,2288.1
63,Male,100.6,159.7,high,muscle_gain,2964.71875
21,Female,52.0,186.6,high,muscle_gain,2485.4375
62,Female,51.6,163.5,high,muscle_gain,1867.03125
37,Male,86.2,190.3,high,maintenance,3274.90625
34,Male,83.9,184.2,moderate,muscle_gain,2829.1375000000003
24,Male,81.0,176.1,moderate,weight_loss,2783.21875
21,Male,71.2,182.5,low,muscle_gain,2103.15
46,Male,119.1,193.8,high,muscle_gain,3810.1875
31,Male,69.0,169.3,high,maintenance,2796.71875
20,Male,84.3,188.5,moderate,muscle_gain,2985.49375
41,Male,78.3,157.9,moderate,weight_loss,2433.30625
54,Male,61.9,185.1,high,weight_loss,2644.03125
33,Female,64.2,187.5,moderate,muscle_gain,2306.20625
21,Male,114.3,172.1,high,maintenance,3707.59375
41,Female,110.1,189.7,low,weight_loss,2304.75
51,Female,63.9,177.9,low,maintenance,1601.85
47,Female,111.3,196.8,low,muscle_gain,2336.4
35,Female,64.6,155.6,high,maintenance,2244.375
36,Female,93.9,156.5,moderate,muscle_gain,2442.99375
48,Female,55.7,192.1,low,muscle_gain,1627.95
36,Female,111.6,192.1,high,maintenance,3457.34375
63,Female,53.6,173.6,low,weight_loss,1374.0
36,Male,88.8,198.2,low,muscle_gain,2342.1
39,Female,104.6,184.0,moderate,muscle_gain,2852.0
41,Female,58.2,199.1,high,muscle_gain,2555.65625
62,Female,78.3,176.6,moderate,weight_loss,2194.4125
29,Female,52.9,160.1,moderate,weight_loss,1896.61875
47,Male,97.8,172.2,moderate,muscle_gain,2827.5875
55,Female,71.5,199.0,low,weight_loss,1827.3
48,Male,89.2,168.5,low,maintenance,2052.15
53,Male,115.3,197.9,low,maintenance,2555.85
36,Female,71.4,189.9,high,maintenance,2729.78125
62,Female,53.4,172.1,moderate,maintenance,1764.86875
53,Male,97.3,177.1,low,muscle_gain,2183.85
47,Female,105.1,180.4,moderate,maintenance,2762.875
50,Female,117.1,183.3,moderate,weight_loss,2953.71875
35,Male,61.0,153.8,moderate,muscle_gain,2171.9375
45,Male,77.4,196.7,moderate,weight_loss,2764.2312500000003
64,Female,109.1,179.8,moderate,maintenance,2687.3125
28,Female,106.5,196.6,low,muscle_gain,2391.2999999999997
62,Female,93.7,181.6,high,muscle_gain,2801.75
50,Male,68.9,171.6,high,muscle_gain,2653.875
34,Female,69.9,178.3,high,maintenance,2594.15625
23,Male,58.7,191.5,high,weight_loss,2929.28125
21,Male,114.5,166.3,moderate,muscle_gain,3230.78125
37,Female,62.1,197.8,low,weight_loss,1813.5
64,Male,90.1,173.3,low,maintenance,2002.9499999999998
44,Female,90.9,197.8,moderate,maintenance,2734.5875
32,Female,75.9,194.0,moderate,weight_loss,2558.275
23,Male,74.7,188.4,low,muscle_gain,2177.4
64,Female,96.8,173.4,low,weight_loss,1884.8999999999999
31,Male,77.2,179.3,high,muscle_gain,3049.59375
28,Male,67.9,191.9,high,muscle_gain,3050.90625
56,Female,77.9,177.2,high,weight_loss,2529.625
26,Female,106.5,186.9,low,muscle_gain,2330.5499999999997
43,Female,117.7,189.5,high,muscle_gain,3474.40625
33,Female,94.5,175.7,low,muscle_gain,2060.5499999999997
22,Male,104.7,176.8,low,maintenance,2456.4
27,Male,87.3,159.9,moderate,muscle_gain,2700.68125
20,Male,93.7,162.2,low,weight_loss,2226.9
30,Female,119.2,195.2,moderate,maintenance,3256.55
60,Male,80.7,192.0,moderate,muscle_gain,2653.6
47,Male,54.6,150.5,low,maintenance,1507.95
62,Female,117.0,193.5,low,weight_loss,2290.0499999999997
23,Female,105.5,151.3,high,maintenance,3018.09375
34,Female,77.9,172.9,low,maintenance,1834.35
62,Male,118.8,153.4,high,muscle_gain,3223.0625
36,Female,74.2,198.4,high,weight_loss,2871.75
59,Male,76.0,198.6,low,weight_loss,2053.5
52,Male,92.7,180.5,high,maintenance,3150.21875
63,Male,69.2,169.6,moderate,muscle_gain,2235.1
43,Male,98.9,175.6,moderate,maintenance,2908.5750000000003
22,Male,60.7,188.1,low,maintenance,2013.1499999999999
46,Female,57.6,161.2,low,maintenance,1431.0
54,Male,87.4,172.1,low,muscle_gain,2021.55
37,Female,88.9,186.9,moderate,maintenance,2652.24375
38,Male,57.5,169.8,high,muscle_gain,2539.6875
27,Male,117.5,151.6,moderate,weight_loss,3088.375
22,Female,90.1,175.4,high,maintenance,3020.9375
53,Male,60.6,186.9,high,weight_loss,2649.71875
23,Male,71.8,198.8,low,maintenance,2220.6
43,Female,106.0,151.9,low,weight_loss,1960.05
21,Female,86.6,177.0,low,muscle_gain,2047.5
56,Male,63.2,172.5,moderate,maintenance,2224.44375
56,Male,57.2,162.1,moderate,maintenance,2030.6937500000001
52,Male,80.2,181.9,moderate,muscle_gain,2610.00625
18,Female,73.6,158.2,low,weight_loss,1768.5
41,Male,95.9,164.2,low,weight_loss,2142.2999999999997
53,Female,114.8,189.1,high,muscle_gain,3331.78125
23,Female,67.3,173.0,high,weight_loss,2586.9375
58,Male,109.9,199.7,low,muscle_gain,2474.5499999999997
63,Female,114.4,169.3,moderate,weight_loss,2675.49375
61,Male,113.1,173.2,low,muscle_gain,2296.2
48,Male,116.6,165.0,moderate,muscle_gain,3041.4875
37,Female,108.9,161.8,low,muscle_gain,2105.1
41,Female,91.5,196.1,low,muscle_gain,2129.5499999999997
42,Female,78.7,187.4,high,weight_loss,2777.6875
53,Female,84.4,166.7,moderate,maintenance,2262.80625
38,Female,111.1,185.0,moderate,weight_loss,2970.1875
47,Female,71.1,198.3,low,muscle_gain,1865.25
41,Male,61.1,153.7,high,maintenance,2400.34375
61,Male,59.9,163.2,low,maintenance,1582.8
59,Male,107.9,160.0,low,weight_loss,2146.7999999999997
47,Female,103.3,193.5,moderate,muscle_gain,2861.88125
39,Female,84.8,159.0,low,muscle_gain,1782.8999999999999
